name,price_low,price_high,rating_num,rating,description
"Evapolar 2 evaSmart NanoTech Portable Personal Evaporative Air Cooler, Humidifier, Cleaner - White",$179.99 ,$199.00 ,3,2,"3-in-1: cooler, humidifier, cleaner
doesn't need freon or any other toxic coolant
Evaporative personal air conditioner creates cool personal microclimate using natural technology"
MARVEL IRONMAN 4L Thermoelectric Mini Fridge Cooler,$69.95 ,$69.95 ,0,0,"Officially licensed Marvel collectible mini fridge,Fridge also features Warming function if you'd like to heat your food!,Interior Capacity: 6 cans of 12oz soda or 4L/.14 cu. ft. Exterior measurement:"
Costway Underlying Stainless Steel Water Cooler Dispenser Cold Hot 5 Gallon Home Office,$179.99 ,$179.99 ,20,4.5,"Capacity: 5 gal.
Low energy consumption
Makes 1L of cold water and 3.2L of piping hot water every hour
Perfect for the office or home"
Brisa Brand Evaporative Air Window Cooler,$599.00 ,$599.00 ,0,0,"Cools ups to 1200 sq ft
Includes 1/3 HP, 120-volt, 2-speed motor
UL listed"
"Koldfront TWR187E Stainless Steel 14"" Wide 18 Bottle Wine Cooler",$194.03 ,$194.03 ,0,0,"Thermoelectric cooling; Dual zone
Control panel with LCD temperature display
Black cabinet; Wooden shelving"
Leisure Season Buffet Server with Cooler Compartment,$560.00 ,$560.00 ,3,3.7,"Dimensions: 60W x 24D x 36H in.
Buffet easily conceals a cooler
Spacious metal countertops
Crafted of decay-resistant solid Cypress
2 drawers for small essentials"
CM Deluxe 6-Pack Cooler,$10.95 ,$10.95 ,0,0,"9""x6.5""x6""
Open mesh pocket on back
Dual-zippered, heat-sealed, insulated main comprartment
Front zippered pocket"
Camo 6-Pack Cooler 2 pack,$15.84 ,$15.84 ,0,0,This popular 6-pack cooler is now available in popular camo print. It is perfect for your daily lunch box or outdoor adventures pack. Made of 600D Camo polyester and lined with heat sealed PEVA
"Ktaxon Top Loading Water Cooler Dispenser Freestanding Compact Water Cooler Hot and Cold Dispenser,Silver",$106.99 ,$106.99 ,0,0,"Can heating and cooling water
There is an LED indicator
Equipped with a child safety lock
The water barrel seat is detachable"
NewAir AW-121E Quiet 12-Bottle Thermoelectric Stainless Steel Door Wine Refrigerator with Digital Controls,$189.99 ,$189.99 ,46,4.5,"12 Bottle Capacity: Compact, 12 bottle storage, perfect for red or white wines.
Cooling System: The quiet and vibration free thermoelectric cooling system allows you to set the temperature"
"Ozark Trail 30 Can Leak Tight Cooler, Vector Camo",$29.00 ,$29.00 ,0,0,
Suncast 85 Quart Resin Backyard Entertaining Cooler Station with Wheels,$153.07 ,$153.07 ,0,0,"Dual-lid opening
Includes easy to clean liner and a bottle opener
Capacity: 85 Quarts"
"OPUX Premium Insulated Lunch Box | Soft Leakproof School Lunch Bag for Kids, Boys, Girls | Durable Reusable Work Lunch Pail Cooler for Adult Men, Women, Office Fits 6 Cans (Charcoal)",$13.99 ,$13.99 ,25,4.6,"THE LUNCH BAG YOU NEED for carrying food, snacks, lunch to school, office, work, and on the go. This durable reusable lunch box cooler is uniquely built to meet all your daily lunch, meal prep, or"
Arctic Zone Titan Deep Freeze Series Cooler 24 Can Holder,$78.09 ,$78.09 ,0,0,"Shipping Weight: 4.4 pounds#390 in?? Hiking DaypacksFeatures padded back with Cool Stream breathable mesh panels and adjustable, padded straps; Multiple interior and exterior pocketsDeep Freeze high"
Georgia Bulldogs 48-Can Rolling Cooler,$79.99 ,$79.99 ,0,0,"Holds forty-eight 12 oz cans with ice
Smooth rolling inline skate wheels
Pull out handle, zippered storage compartment on the front
Two convenient elastic mesh pockets on"
Motorcycle Cooler Bag W/ Skull,$37.95 ,$37.95 ,0,0,Motorcycle Cooler Bag W/ Skull
80QT Rattan Square Legs Cooler with Shelf,$158.26 ,$158.26 ,0,0,"Note: Only sales in the USA(not include Alaska, Hawaii, AP, AE, Puerto Rico, Guam, Palau, U.S.Virgin Islands, American Samoa, Micronesia, United States Minor Outlying Islands, The United States"
"Intex Mega Chill II Inflatable Floating Cooler, 48"" X 38""",$28.95 ,$28.95 ,1,5,The base can also be used as a floating base for a cooler up to 48 quarts-Includes: Removable ice chest. Three air chambers. Six built-in cup holders. Four durable handles. Repair patch.-Removable ice
"Calcutta Renegade Cooler 75 Liter White W/Removeable Tray, Divider & Led Drain Plug",$354.50 ,$354.50 ,0,0,"The Renegade Cooler Features Our Durable Toughskin Roto Molded Construction, Corner Tabs That Can Be Padlocked, New Anchorlok Latch Design, Ez-Lift Rope Handles With Oversized Grips, And The First Of"
"Dometic CDF11 12V Electric Powered Cooler, Fridge Freezer",$482.69 ,$482.69 ,1,5,Merchandise
"EdgeStar KC2000 20"" Wide Kegerator And Keg Beer Cooler For Full Size Kegs",$459.00 ,$479.00 ,0,0,"Holds US Standard 1/4 and 1/2 Kegs. Does NOT support use of Coors, Miller, rubberized or other oversized kegs
Temp Range: Low 30's to Mid 40's; Easy conversion to a refrigerator; 5 lbs CO2"
nICE CYY-514645 140L Premium Cooler with Wheels - Grey,$322.33 ,$322.33 ,0,0,nICE CYY-514645 140L Premium Cooler with Wheels - Grey
RTIC Soft Pack Insulated Cooler Bag,$121.98 ,$162.98 ,0,0,"The RTIC Soft Pack Insulated Cooler Bag is extremely practical for everyday use. Take it to work or on your next adventure camping, hunting or fishing. It's easy to carry thanks to nylon end handles,"
"ORCLB040 Cooler, Light Blue, 40-Qt. - Quantity 1",$289.99 ,$289.99 ,2,5,Orca 237414 40 qt. Light Blue Cooler
Igloo Lunch to Go Outdoorsman Cooler,$20.19 ,$20.19 ,8,4.8,Igloo Lunch To Go Outdoorsman Cooler
Zodaca Large Pinic Travel Outdoor Party Beach Food Drink Water Storage Camping Zip Cooler Bag,$21.99 ,$21.99 ,0,0,"Package Includes
Coral Cactus Large Cooler Bag x 1
Item Description
Coral Cactus Large Cooler Bag
Very fashionable large cooler , great for those sunny days that you go to the park,"
nICE CLF-517813 110 Quart Beige Wheeled Cooler,$334.78 ,$334.78 ,0,0,Merchandise
"19"" Inflatable Sombrero Cooler",$7.99 ,$7.99 ,1,5,"Inflatable Sombrero Hat measures 19""
A fun decoration for a Cinco de Mayo party"
ORCA White 40 Cooler,$261.62 ,$269.99 ,0,0,"Roto molded construction
Integrated insulation
Lid gasket for perfect seal"
Ozark Trail Premium Jumbo Tote Cooler,$29.00 ,$29.00 ,84,3.8,"Made from easy to clean 600D coated material
Dual carry handles
Spacious interior fits 36 cans plus ice"
Built NY All-day Insulated Black And Grey Lunch Bag,$14.94 ,$14.94 ,8,3.8,"Large capacity with spacious interior and large opening allows for easy packing and cleaning 
Lunch bag features 2 exterior zippered pockets that can be used for storing utensils, snacks,"
3 Section Car Trunk Storage Organizer Collapsible Cargo Storage Box with Insulated Cooler Compartment Multipurpose for Vehicle Car SUV Trunk,$21.75 ,$21.75 ,2,4.5,#NAME?
Camp Zero 40QT Swirl Black & White Cooler,$229.99 ,$229.99 ,0,0,"Camp Zero 40QT Swirl Black & White CoolerFeatures:
Grizzly Bear Certified
Freezer Grade Sealing Gasket
Four Molded In Cup Holders, Non-Slip Textured Lid
Holds 48 Cans Plus"
Portable Personal Evaporative Air Cooler with Air Humidifier and Cleaner - Personal Air Conditioner Fan,$50.39 ,$50.39 ,1,5,"PORTABLE SIZE: This Personal Fan only 45 Square Feet, Portable and Lightweight Design, Very Easy and Convenient to Carry. This space-saving air cooler is ideal for work spaces, dorm rooms, offices"
Brisa Brand Evaporative Air Window Cooler,$400.00 ,$400.00 ,1,2,"Can cool areas up to 600 to 800 ft.
Comes with installed 1/4 HP, 120-volt, 2-speed motor"
2 Tommy Bahama Backpack Cooler Beach Chairs & 1 Beach Umbrella (2 Blue Chairs + 1 Blue Umbrella) BLUE,$159.99 ,$159.99 ,1,5,"Beach Chair Information:Light weight rust proof aluminum frame adjusts to 5 positions with cell phone holder & cup holder,Made with durable 600 denier polyester fabric with a 300 LB"
Polar Pack 18 Can Insulated Double Handle Collapsible Cooler,$12.99 ,$12.99 ,0,0,"Polar Pack provides the perfect combination of quality and value in well made and fine trimmed insulated lunch bags. Made of strong materials, the edges are designed with a color contrasting look"
Knox Gear 34-Quart Electric Cooler/Warmer w/ Dual AC and DC Power Cords (Blue),$89.99 ,$89.99 ,2,3.5,Brand: KnoxUPC: 616639704327Warranty:
Igloo 110 Quart Glide Rooling Cooler,$94.00 ,$94.00 ,25,4.8,Igloo Glide 110
COLEMAN R COMPANY INC 3000005309 THERMOELECTRIC COOLER HOT COLD POWER CORD REPLACEMENT,$22.40 ,$22.40 ,1,5,Coleman 3000005309 Thermoelectric Cooler Hot & Cold Power Cord Replacement
"Coffin Halloween Inflatable Buffet Cooler, Black, 51.75 x 30.75in",$12.98 ,$12.98 ,2,5,"Inflatable Coffin Buffet Cooler
Ideal for keeping drinks and food chilled"
Fatboy 70QT Rotomolded Wheeled Chest Ice Box Cooler Army Camo,$259.95 ,$259.95 ,0,0,"Color:Army Camo
ExternalDim: 33.5""W x 17.5""D x 18"" H
HoldsIce: 9+ days
InternalDim: 27""W x 12""D x 13.5""H
5 YearLimited Warranty"
Igloo 52 Qt Quantum Wheeled Roller Locking Food and Drinks Camping Sport Cooler,$69.99 ,$69.99 ,0,0,Wheeled for easy transport and can either be pushed or pulled
"GE 10,000 BTU WIFI Connect Portable Heat Cool Air Conditioner with Remote, APHD10AXWB, Black",,,38,2.9,General Electric Ge 10k Smart/wifi Heat/cool Portable Ac
nICE CYY-514638 120L Premium Cooler with Wheels - Grey,$263.27 ,$263.27 ,0,0,nICE CYY-514638 120L Premium Cooler with Wheels - Grey
Gymax 7-20 lbs Cooling Weighted Blanket Luxury Cooler Version Cotton & Glass Beads,$42.99 ,$62.99 ,9,4.6,"Please choose the blanket weight according to your body weight. 7 lbs blanket is suitable for 60-80 lbs individual, 10 lbs blanket is suitable for 90-110 lbs individual, 15 lbs blanket is suitable for"
"C-55-D Canvas Evaporative Cooler Cover, Down Discharge, 37 x 37 x 42-In. - Quantity 1",$48.53 ,$48.53 ,0,0,"Aspen Snow Cool? C-55-D Down Discharge Evaporative Cooler Cover, 37"" x 37"" x 42"""
Costway 2 Doors 3.4 cu ft. Unit Stainless Steel Compact Mini Refrigerator Freezer Cooler,$245.99 ,$245.99 ,45,4.6,
12 Pack Golf Cart Cooler with Rear Fender Mounting Basket,$64.95 ,$64.95 ,0,0,When you are out on your golf cart it is important to stay hydrated! Having a Cooler will help you keep your drinks cold and handy! This 12- Pack Cooler mounts directly to your rear fender with a wire
"Avalon Top Loading Hot/Cold Water Cooler, Child Safety Lock, NSF UL Energy Star, White",$131.99 ,$131.99 ,247,4.6,"Features: -Time-saving: Their top loading water cooler dispenser saves time when you need to make a quick cup of tea, hot cocoa, or instant soup! You never have to wait for a pot or kettle to boil."
Big Frig Denali 70 QT Perfect Cooler with heavy-duty wheels,$374.99 ,$374.99 ,0,0,New Big Frig Denali 70 QT Perfect Cooler with heavy-duty wheelsMake your life a little bit easier by keeping your food and beverages colder longer and easily transport from place to place. Whether
ORCA 26 Quart Hard Sided Cooler,$149.99 ,$159.99 ,2,5,"Durable, roto-molded construction
Integrated insulation
Ice/cold retention and freshness for up to 10 days"
Zodaca Large Insulated Lunch Bag Cooler Picnic Travel Food Box Women Tote Carry Bags,$9.99 ,$10.99 ,6,4.3,"Zodaca Large Insulated Lunch Bag Cooler Picnic Travel Food Box Women Tote Carry BagsPackage Includes
Large Insulated Lunch Tote Bag, Green/Pink Paisley x 1
Item Description
Large Insulated"
"Primo Deluxe Bottom Loading ENERGY STAR Hot/Cool/Cold Water Dispenser, Black, Model 601090",$182.69 ,$182.69 ,91,4.2,"Coupons for Primo water included - Redeemable at most Walmart locations
Dispenses ice-cold, cool, and piping-hot water
Easy bottom loading design eliminates"
EdgeStar 32 Bottle Dual Zone Wine Cooler w/ French Doors,$435.00 ,$435.00 ,2,3,"2 temperature zones, both left and right zones from 47F to 64F; Freestanding application
Stainless steel French doors with tinted double paned glass doors protect wine from sunlight"
Igloo Stout Divided Marine Cooler,$40.45 ,$40.45 ,13,4.5,"Features: -Made of 600-denier polyester with a TPE coating to help ensure lasting use. -Deep, gusseted front pocket for additional storage. -Non-corrosive, durable hardware and attachment points."
"Igloo 5-Gallon Heavy-Duty Beverage Cooler, Orange & Ulitimate Drip Catcher Set - White - Catch all Your Drips, Seeps, Leaks, and Accidental Pours",$19.99 ,$19.99 ,0,0,"Drip Catcher Includes the Following: 1 White Drip Catcher Tray, 1 Drain Hose, 1 Tray or Hose Cap, 5 Liquid Absorbant Pads.
Drip Catcher tray can hold up to 3 cups of liquid or use the"
"FlexiFreeze Freezable 12 Can Cooler, BLACK",$19.99 ,$19.99 ,0,0,
Oxford Fabric Thermal Cooler Waterproof Insulated Portable Picnic Travel Lunch Ice Food Bag Family Camping Travel,$13.19 ,$13.19 ,0,0,"Lightweight PE Foam Insulation
High Quality - High Grade
Durable Oxford, Easy to clean Stain resistant
Will Keep Your Food Hot or Cold for Hours"
nICE CYY-513457 90L Seafoam Premium Cooler with Wheels - Green,$227.47 ,$227.47 ,0,0,nICE CYY-513457 90L Seafoam Premium Cooler with Wheels - Green
2 Cooler Drain Repair Kit for Coleman R5214D607G,$12.41 ,$12.41 ,0,0,"2 Cooler Drain Repair Kit for Coleman R5214D607GBrand New - Unused PartsFits Many Coleman 54 Qt Cooler Models Including: 5227, 5235, 5239, 5240, 5241, 5245, 5248, 5254, 5255, 5256, 5262, 5264, 5265,"
Portable Mini Air Conditioner Cooling USB Cooler Fan For Bedroom Artic Evaporative Cooler,$10.99 ,$10.99 ,1,1,"7 Colors LED
lightweight and convenient
Safe and energy efficient"
nICE CYY-513488 140L Premium Cooler with Wheels - White,$322.43 ,$322.43 ,0,0,nICE CYY-513488 140L Premium Cooler with Wheels - White
COLLAPSIBLE BASKET COOLER,$21.99 ,$21.99 ,3,5,"Features: -Ultimate in style and functionality. -Open front pocket is perfect for napkins, utensils, a corkscrew, phone and keys. -Spacious, insulated interior holds plenty of food and drinks. -Simply"
"ao coolers sportsman vinyl soft cooler with high-density insulation, black, 36-can",$89.95 ,$89.95 ,0,0,holds 36 cans plus 14lbs of ice. has a tough vinyl exterior that is easy to clean. the best soft sided cooler on the market. guaranteed to hold ice all day and not leak or sweat.SKU:ADIB002ZPJ7CK
engel coolers 13 quart cooler/dry box - white,$64.52 ,$64.52 ,1,1,Engel Uc13 Ice/dry Box
"Igloo 8497 Chest Cooler Cooler Seat Cushion, Marine",$52.54 ,$52.54 ,31,4.3,"Fits 94-Quart Igloo Marine cooler
Heavy duty, water resistant vinyl
Thick foam-fill for comfortable seating"
Stainless Steel Cooler,$149.05 ,$149.05 ,0,0,"Large 54-qt capacity provides ample storage space
No-tilt drainage
Stainless steel construction"
Igloo Replacement Hybrid Cooler Hinges Black,$16.99 ,$16.99 ,19,4.4,"Package includes 2 hinges and 7 stainless steel screwsEngineering-grade resin with a stainless steel hinge pin, for optimal longevityFits all rectangular-shaped, hinged Igloo coolers sized 25 to"
Freez Pak? Large Reusable Ice,$12.06 ,$12.06 ,4,3,FREEZ PAK 42 OUNCE
Pelican 70QT Elite Cooler,$349.95 ,$359.95 ,1,5,"FEATURES of the Pelican IM70QT Elite Cooler
Extreme ice retention
Press and Pull Latches
Non-Skid and Non-Marking Raised Feet
Molded-In Lock Hasp, Stainless Steel Plate"
Igloo Gizmo Backpack Outdoorsman,$83.68 ,$83.68 ,24,4.8,"Features: -MaxCold insulation with 25% more foam to keep food and drinks cooler longer. -Deep, insulated front pocket provide additional storage. -Adjustable, padded air mesh comfort straps for"
Fatboy 75QT Rotomolded Chest Ice Box Cooler Seafoam Green,$209.95 ,$209.95 ,1,5,"ExternalDim: 33.5""W x 17.5""D x 18"" H
HoldsIce: 9+ days
InternalDim: 27""W x 12""D x 13.5""H
Color:Seafoam Green
5 YearLimited Warranty"
"Igloo 42052 10 gal. Beverage Cooler, Green",$70.21 ,$70.21 ,2,4.5,"Brand: IGLOO
Manufacturer Part Number: 42052
Features: Cup Dispenser Bracket, Stain and Odor Resistant Liner
Made in the United States
Item Type: Beverage Cooler"
Earthwise Insulated Lunch Bag Box Cooler for Men & Women Heavy Duty Oxford Nylon in all Black,$14.99 ,$14.99 ,5,5,"This simple yet functional design makes for the prefect everyday lunch bag. With plenty of room to store sandwiches, drinks, snacks, fruit and veggies and keep everything fresh and at the right"
Igloo Lunch To Go Outdoorsman Cooler,$20.19 ,$20.19 ,8,4.9,Igloo Lunch To Go Outdoorsman Cooler
Costway Stainless Steel Refrigerator Small Freezer Cooler Fridge Compact 3.2 cu ft. Unit,$187.99 ,$187.99 ,123,4.9,
Alpine Mountain Gear 24 Can Heavy Duty Tarpaulin Cooler,$42.40 ,$42.40 ,0,0,Alpine Mountain Gear 24 Can Heavy Duty Tarpaulin Cooler
"Prime Line Insulated Soft Cooler Bag for Groceries, Picnic and Camping 12.5x14x7.75",$11.99 ,$11.99 ,1,1,Flexible fabric : Our reusable produce bags can b e stored absolutely anywhere. The flexible fabric makes it easy to store oddly shaped items and accommodates everything on your shopping list.
Kamp-Rite Director's Chair with Side Table and Cooler,$64.99 ,$64.99 ,6,5,"Strong, comfortable and convenient
Strong, yet lightweight, reinforced-aluminum frame
Supports 225 lbs"
Space Cooler The Quick & Easy Way to Cool Any Space,$60.17 ,$60.17 ,0,0,"Up to 6-8 hours humidifiering time.
Compact & Powerful.
Cool, humidifies and purifies for better air.
space cooler that lets you have your own comfort zone."
"Tidi-Cooler Stand Set, Green",$211.19 ,$211.19 ,0,0,"Keeps the water, the cups and the trash together
Igloo cooler and trash can fit on stand; cups fit on side of cooler
Remind your players of the importance of keeping the area free"
"NewAir AWB-400DB Dual Zone Wine/Beverage Cooler and Refrigerator, Stainless Steel",$799.99 ,$799.99 ,30,4.5,new
Jef World of Golf On-The-Go Golf Cooler,$14.95 ,$14.95 ,0,0,Keep up to six of your favorite beverages frosty on the links.
